number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,parallel_telephone_exchange_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,government_telecom_revenue_loss,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,telegraph_act_sections,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66,it_act_66c,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,court_level_High Court,court_level_Supreme Court,court_level_Trial Court,case_type_Sec 439 CrPC (Regular Bail),case_type_Sec 482 CrPC (Quashing),case_type_Trial Judgment,case_type_Writ Petition (Detention),label_entity_role,label_high_risk_cyber_syndicate,label_bail_or_custody_relief,label_conviction_outcome
1,9,86,1,0,1,0,1,1,1,0,1,1,0.472,1,139,1,1,1,0,1,0,1,0,1,0.5958,97,7.0964,252.15,1,1,0,0,0,2349390.23,0.1223,0,0,0,1,6.99,0,4,4,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.2187,0.088,0,0,1,1,0,0,0,5,1,0,0
1,19,39,1,0,1,0,1,1,0,0,1,1,0.7733,1,140,1,1,0,1,1,1,1,1,0,0.7715,350,13.2506,30.11,1,1,1,0,0,840665.53,0.0999,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0.1314,0.0632,1,0,0,1,0,0,0,3,1,0,1
7,4,2,0,0,0,1,0,0,0,1,0,1,0.5183,1,74,1,1,0,0,0,0,0,0,0,0.1288,9,1.0,73.55,0,0,0,0,0,23873.16,0.0663,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,4,0.0394,0.0245,0,0,1,1,0,0,0,0,0,1,0
1,4,2,0,0,1,1,0,0,1,1,1,1,0.4794,1,31,1,1,0,0,0,0,0,0,0,0.0568,5,1.06,40.64,0,0,0,0,0,147108.73,0.0829,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,27,0.2422,0.0727,1,0,0,0,0,0,1,4,0,1,0
1,24,89,1,0,1,0,1,1,1,0,1,1,0.7805,1,42,1,1,1,0,1,0,1,0,1,0.5898,68,3.1707,240.42,1,1,0,0,0,3963831.93,0.1555,0,0,0,1,2.91,0,1,4,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.2109,0.1177,0,0,1,0,1,0,0,3,1,0,1
1,8,14,1,0,1,0,1,1,1,0,1,1,0.8921,1,102,1,0,1,0,0,0,1,0,1,0.7177,84,6.827,54.59,1,1,0,0,0,3488545.3,0.1418,0,0,0,1,30.61,0,1,4,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.225,0.0938,1,0,0,1,0,0,0,5,1,0,1
1,5,2,0,0,0,1,0,0,0,1,0,1,0.8163,1,104,1,1,0,0,0,0,0,0,0,0.1112,3,1.0,75.96,0,0,0,0,0,31522.84,0.0037,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0.0459,0.0662,0,0,1,1,0,0,0,2,0,1,0
2,5,2,1,0,0,1,1,0,0,1,0,0,0.5906,1,117,1,1,0,0,0,0,0,0,0,0.1115,9,1.1693,33.16,0,0,0,0,0,16240.36,0.0895,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,4,0.0762,0.0474,0,0,1,0,1,0,0,2,0,1,0
1,3,2,0,0,1,1,1,0,1,1,1,0,0.8184,1,72,1,1,0,0,0,0,0,0,0,0.0418,9,1.0,143.61,0,0,0,0,0,96187.37,0.0667,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0.2101,0.1306,1,0,0,0,0,1,0,5,0,1,1
4,3,2,0,0,0,0,0,0,0,0,0,0,0.3977,0,17,1,1,0,0,0,0,0,0,0,0.1229,4,1.1583,60.95,0,0,0,0,0,0.0,0.1585,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0253,0.0183,0,0,1,1,0,0,0,0,0,1,0
2,5,1,0,0,1,1,0,0,1,1,1,1,0.8361,1,112,1,1,0,0,0,0,0,0,0,0.0983,9,1.0,153.24,0,0,0,0,0,92333.26,0.0078,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0.0586,0.0364,0,0,1,1,0,0,0,2,0,1,1
1,10,66,1,0,1,0,1,0,1,0,1,1,0.7439,1,107,1,0,1,0,0,1,1,0,1,0.6469,107,4.4771,275.69,1,1,0,0,0,1977525.06,0.0648,0,0,0,1,5.55,0,3,2,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.0543,0.0219,1,0,0,1,0,0,0,3,1,1,1
2,4,2,0,0,0,1,1,0,0,1,0,0,0.4447,1,22,1,1,0,0,0,0,0,0,0,0.0689,1,1.0366,54.62,0,0,0,0,0,31748.09,0.0142,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,2,0.0454,0.0413,0,0,1,0,1,0,0,2,0,1,0
2,24,70,1,0,1,0,1,1,0,0,1,1,0.9445,1,139,1,1,0,1,1,1,1,1,0,0.771,446,4.5571,65.57,1,1,1,0,0,763877.64,0.0111,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5646,0.5139,1,0,0,1,0,0,0,1,1,0,1
1,3,2,0,0,1,1,1,1,1,1,1,1,0.8552,1,118,0,0,0,0,0,0,0,0,0,0.0867,2,1.0436,82.0,0,0,0,0,0,72225.66,0.0292,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0.0687,0.0496,1,0,0,0,1,0,0,2,0,1,1
1,4,1,0,0,1,1,1,1,1,1,1,0,0.7407,1,169,0,0,0,0,0,0,0,0,0,0.1124,1,1.022,107.24,0,0,0,0,0,140160.72,0.1541,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0765,0.1104,0,0,1,0,0,0,1,2,0,1,1
1,10,90,1,0,1,0,1,1,1,0,1,1,0.402,0,40,1,1,1,0,1,1,1,0,1,0.8076,88,7.3092,243.3,1,1,0,0,0,3213879.36,0.0345,1,0,0,1,13.19,0,5,3,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.2121,0.0965,1,0,0,1,0,0,0,3,1,0,0
1,3,1,0,0,0,1,1,1,0,1,0,1,0.898,1,84,0,0,0,0,0,0,0,0,0,0.1465,5,1.1957,55.13,0,0,0,0,0,12642.41,0.0967,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,0,0,1,1,0,0,0,0,3,0.0461,0.0333,1,0,0,0,0,0,1,0,0,1,0
1,5,1,0,0,0,1,0,0,0,1,1,1,0.5841,1,109,0,1,0,0,0,0,0,0,0,0.1091,1,1.0,103.4,0,0,0,0,0,4634.05,0.121,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,4,0.0123,0.0076,0,0,1,0,1,0,0,0,0,1,0
2,5,2,0,0,1,1,0,0,1,1,1,0,0.4716,1,167,0,0,0,0,0,0,0,0,0,0.1305,7,1.0,100.15,0,1,0,0,0,74787.77,0.0804,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0138,0.0086,0,0,1,0,1,0,0,2,0,1,0
4,3,1,0,0,0,1,0,1,0,1,0,0,0.69,1,25,1,1,0,0,0,0,0,0,0,0.0409,2,1.0,73.34,0,0,0,0,0,28484.56,0.1365,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,0,0,1,1,0,0,0,0,1,0.0962,0.1388,1,0,0,1,0,0,0,2,0,1,0
7,3,1,0,0,0,1,0,1,0,1,0,1,0.5484,1,77,0,0,0,0,0,0,0,0,0,0.0201,3,1.0518,143.05,0,0,0,0,0,7677.97,0.1451,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,1,1,0,0,0,1,1,0.0528,0.0762,1,0,0,0,0,1,0,2,0,1,0
2,1,2,0,0,1,1,0,0,1,1,1,0,0.7152,1,86,0,0,0,0,0,0,0,0,0,0.1222,9,1.0909,30.71,0,1,0,0,0,17529.69,0.1978,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.19,0.106,0,0,1,0,0,0,1,5,0,1,1
2,15,55,1,0,1,0,1,1,0,0,1,1,0.666,1,170,1,1,0,0,0,0,0,0,0,0.0045,4,1.0974,64.33,0,0,0,1,1,4599796.5,0.8872,1,1,1,1,26.79,5,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.1971,0.0822,1,0,0,1,0,0,0,3,1,1,1
2,24,74,1,0,1,0,1,0,0,0,1,1,0.8371,1,207,1,1,0,1,1,1,1,1,0,0.4479,164,12.1885,51.61,1,1,1,0,0,1975505.16,0.1057,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6742,0.9726,1,0,0,0,1,0,0,1,1,1,1
27,10,49,0,0,1,0,1,0,1,0,1,1,0.606,1,75,0,0,1,0,1,1,1,0,1,0.713,90,3.9585,163.39,1,1,0,0,0,3022202.32,0.1912,0,0,0,1,11.47,0,2,3,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0.0554,0.0241,0,0,1,1,0,0,0,5,1,0,0
1,4,2,0,0,1,1,0,0,1,1,1,1,0.5622,1,64,1,1,0,0,0,0,0,0,0,0.1707,8,1.0492,171.66,0,1,0,0,0,74400.74,0.1189,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0.1733,0.051,0,0,1,1,0,0,0,4,0,1,0
1,5,1,0,0,0,0,0,0,0,0,0,0,0.3509,1,11,0,0,0,0,0,0,0,0,0,0.1,4,1.2003,83.84,0,0,0,0,0,0.0,0.0386,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0794,0.1146,0,0,1,0,1,0,0,0,0,1,0
1,7,77,1,0,1,0,1,0,1,0,1,1,0.4961,1,111,1,0,1,0,0,1,0,0,1,0.8001,119,3.8985,81.91,1,1,0,0,0,2389523.01,0.1297,1,0,0,1,1.24,0,5,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.1305,0.0544,1,0,0,0,1,0,0,5,1,0,0
1,4,1,0,0,0,1,0,1,0,1,1,1,0.6602,1,22,0,0,0,0,0,0,0,0,0,0.113,1,1.079,175.9,0,0,0,0,0,14282.09,0.0047,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,1,0,1,1,1,0,2,0.0789,0.0719,0,0,1,1,0,0,0,0,0,1,0
1,11,67,1,1,1,0,1,1,0,0,1,1,0.723,1,121,1,1,0,1,1,1,1,1,0,0.6997,141,11.234,68.24,1,1,1,0,0,1961095.94,0.0483,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.2293,0.0956,0,0,1,1,0,0,0,3,1,0,1
1,5,2,0,0,0,1,0,1,0,1,0,1,0.8217,1,12,0,0,0,0,0,0,0,0,0,0.133,5,1.046,100.2,0,0,0,0,0,18989.05,0.0379,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,1,1,0,0,0,1,3,0.0248,0.0179,0,0,1,0,1,0,0,2,0,1,0
1,2,1,0,0,1,1,1,0,1,1,1,1,0.9482,1,173,0,0,0,0,0,0,0,0,0,0.0527,1,1.1303,167.36,0,0,0,0,0,92375.08,0.0814,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0606,0.0437,0,0,1,0,0,0,1,2,0,1,1
21,22,77,1,0,1,0,1,0,1,0,1,1,0.6071,1,30,1,0,1,0,1,1,1,0,1,0.6356,87,6.5491,253.09,1,1,0,0,0,1055355.05,0.1853,1,0,0,1,4.37,0,4,2,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.0675,0.0272,1,0,0,1,0,0,0,3,1,0,1
21,2,2,0,0,0,0,0,0,0,0,0,0,0.3486,1,5,0,0,0,0,0,0,0,0,0,0.0621,7,1.1088,45.52,0,0,0,0,0,0.0,0.1469,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0994,0.0717,0,0,1,0,1,0,0,0,0,1,0
4,24,49,1,0,1,0,1,1,1,0,1,1,0.4168,1,101,1,1,1,0,1,0,1,0,1,0.7175,70,4.2255,152.68,1,1,0,0,0,4217543.3,0.043,1,0,0,1,21.73,0,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0.2535,0.0877,0,0,1,1,0,0,0,4,1,0,0
7,4,89,1,0,1,0,1,0,0,0,1,1,0.7828,1,18,1,1,0,0,0,0,0,0,0,0.1828,2,1.1584,131.34,0,0,0,1,1,4615006.62,0.2262,1,1,1,1,31.04,8,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.078,0.0435,0,0,1,0,0,1,0,3,1,0,1
7,5,2,0,0,1,0,0,0,0,0,0,0,0.1302,0,1,1,1,0,0,0,0,0,0,0,0.0789,2,1.0576,70.39,0,0,0,0,0,0.0,0.0847,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0233,0.0212,0,0,1,0,0,1,0,0,0,1,0
7,4,1,0,0,0,1,0,0,0,1,0,1,0.8053,0,52,0,0,0,0,0,0,0,0,0,0.0868,5,1.0654,136.36,0,0,0,0,0,37823.8,0.0624,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,1,1,1,0,0,0,1,0.0403,0.0581,0,0,1,0,0,0,1,2,0,1,0
15,3,1,0,0,1,1,1,0,1,1,1,1,0.6012,0,148,0,0,0,0,0,0,0,0,0,0.1214,6,1.2044,101.01,0,0,0,0,0,42701.15,0.1082,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0885,0.0806,0,0,1,1,0,0,0,2,0,1,0
2,5,62,1,1,1,0,1,1,1,0,1,1,0.8129,1,113,1,1,1,0,1,1,1,0,1,0.8049,115,6.6203,178.54,1,1,0,0,0,790658.47,0.0554,1,0,0,1,3.96,0,4,3,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0.0994,0.0478,1,0,0,1,0,0,0,5,1,1,1
1,6,99,1,0,1,0,1,0,1,0,1,1,0.6826,1,131,0,0,1,0,0,0,0,0,1,0.4501,124,7.0058,277.37,1,1,0,0,0,1808629.66,0.1224,1,0,0,1,15.93,0,3,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.2284,0.0953,0,0,1,1,0,0,0,5,1,0,0
1,21,70,1,0,1,0,1,0,1,0,1,1,0.6064,1,78,1,1,1,0,1,1,0,0,1,0.75,74,5.4104,100.02,1,1,0,0,0,2911750.46,0.1621,1,0,0,1,4.42,0,5,2,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.1556,0.0868,0,0,1,0,1,0,0,3,1,0,1
15,5,2,0,0,0,0,0,0,0,0,0,0,0.1985,0,41,0,0,0,0,0,0,0,0,0,0.1266,7,1.1679,153.59,0,0,0,0,0,0.0,0.0286,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0304,0.0438,0,0,1,0,0,1,0,0,0,1,0
2,9,28,1,0,1,0,1,0,0,0,1,1,0.8539,1,49,1,1,0,0,0,0,0,0,0,0.0411,4,1.1992,116.34,0,0,0,1,1,14281310.65,0.68,1,1,1,1,13.62,16,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0.0515,0.0207,0,0,1,0,0,0,1,3,1,0,1
1,11,36,1,0,1,0,1,1,0,0,1,1,0.8157,1,217,1,1,0,1,1,1,1,1,0,0.7892,128,5.9806,61.74,1,1,1,0,0,1945457.5,0.149,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.9277,0.8445,1,0,0,1,0,0,0,1,1,1,1
1,5,2,0,0,1,1,1,1,1,1,1,0,0.9052,0,39,0,0,0,0,0,0,0,0,0,0.1263,2,1.1471,121.8,0,0,0,0,0,108260.09,0.1833,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0.0874,0.0796,1,0,0,0,0,0,1,2,0,1,1
4,8,79,1,0,1,0,1,0,0,0,1,1,0.4952,1,96,0,0,0,0,0,0,0,0,0,0.024,4,1.0,97.49,0,0,0,1,1,14056655.68,0.7007,1,1,1,1,15.98,20,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6257,0.5695,0,0,1,0,1,0,0,1,1,0,0
15,3,2,0,0,1,0,0,0,0,0,0,0,0.3948,0,34,1,1,0,0,0,0,0,0,0,0.0,2,1.1939,163.05,0,0,0,0,0,0.0,0.0021,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0767,0.0698,1,0,0,0,0,0,1,0,0,1,0
2,5,69,0,0,1,0,1,0,0,0,1,1,0.5205,1,162,1,1,0,0,0,0,0,0,0,0.0355,9,1.0502,153.03,0,0,0,1,1,14462174.45,0.4529,1,1,1,1,6.28,11,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0.123,0.0398,1,0,0,0,1,0,0,4,1,0,0
1,5,1,0,0,0,1,0,0,0,1,0,1,0.5811,1,34,0,1,0,0,0,0,0,0,0,0.0786,4,1.1808,95.49,0,0,0,0,0,4136.97,0.1913,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,1,1,0,0,0,1,4,0.0737,0.0458,1,0,0,0,0,0,1,2,0,1,0
45,16,75,1,0,1,0,1,1,0,0,1,1,0.6703,1,212,0,0,0,1,1,1,1,1,0,0.6801,344,4.3813,36.6,1,1,1,0,0,1830656.86,0.0683,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.1196,0.0667,1,0,0,1,0,0,0,3,1,1,0
1,5,1,0,0,0,1,0,0,0,1,0,0,0.488,1,146,0,0,0,0,0,0,0,0,0,0.0988,8,1.2618,177.97,0,0,0,0,0,36308.67,0.1828,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,2,0.089,0.081,0,0,1,0,1,0,0,0,0,1,0
7,3,1,0,0,1,1,1,0,1,1,1,1,0.8757,1,160,1,1,0,0,0,0,0,0,0,0.063,3,1.2924,111.69,0,1,0,0,0,48522.6,0.145,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.059,0.0537,0,0,1,0,0,0,1,2,0,1,1
1,5,2,0,0,0,1,0,0,0,1,0,1,0.659,1,53,0,0,0,0,0,0,0,0,0,0.0994,1,1.0482,88.52,0,0,0,0,0,9101.58,0.1657,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,1,4,0.0759,0.0471,0,0,1,0,1,0,0,2,0,1,0
2,15,54,0,0,1,0,1,0,0,0,1,1,0.5517,1,191,1,1,0,1,1,1,1,1,0,0.7325,336,13.0673,25.47,1,1,1,0,0,1728794.85,0.0772,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0.2096,0.0616,1,0,0,0,1,0,0,4,1,1,0
1,15,49,0,0,1,0,1,1,0,0,1,1,0.7007,1,155,1,1,0,1,1,1,1,1,0,0.5356,268,5.8916,63.53,1,1,1,0,0,902312.61,0.1086,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9499,1.3704,1,0,0,1,0,0,0,1,1,1,1
2,4,1,0,0,0,1,1,1,0,1,0,0,0.8964,1,144,0,1,0,0,0,0,0,0,0,0.1069,8,1.1856,73.89,0,0,0,0,0,22993.78,0.1234,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,3,1,0,0,1,1,1,1,0,1,1,0.0934,0.1347,0,0,1,1,0,0,0,2,0,1,0
1,3,59,1,0,1,0,1,0,1,0,1,1,0.5835,0,42,1,1,1,0,1,1,1,0,1,0.6378,132,3.7217,156.3,1,1,0,0,0,2906701.12,0.0848,1,0,0,1,8.82,0,1,1,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0.1481,0.0761,1,0,0,1,0,0,0,5,1,0,0
21,17,55,1,0,1,0,1,0,1,0,1,1,0.5352,1,38,1,0,1,0,1,1,0,0,1,0.7305,41,5.7936,100.04,1,1,0,0,0,626698.22,0.1752,0,0,0,1,1.76,0,4,3,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0.1329,0.0605,0,0,1,1,0,0,0,5,1,0,0
1,7,76,1,0,1,0,1,1,1,0,1,1,0.4823,1,70,1,1,1,0,1,1,1,0,1,0.5446,100,5.7053,112.72,1,1,0,0,0,3666405.18,0.0045,0,0,0,1,1.77,0,2,4,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.2487,0.1388,0,0,1,1,0,0,0,5,1,0,0
1,2,2,0,0,0,1,0,1,0,1,0,0,0.4913,1,91,1,1,0,0,0,0,0,0,0,0.0,5,1.0,63.07,0,0,0,0,0,42269.13,0.1919,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,6,0,0,0,1,1,1,0,0,0,3,0.0601,0.0433,0,0,1,0,0,0,1,2,0,1,0
7,23,77,0,0,1,0,1,1,1,0,1,1,0.8463,0,118,0,1,1,0,0,0,1,0,1,0.7587,142,4.8023,109.96,1,1,0,0,0,2641776.25,0.1084,1,0,0,1,8.14,0,5,4,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.2218,0.0925,0,0,1,1,0,0,0,5,1,0,0
4,4,25,1,0,1,0,1,1,0,0,1,1,0.9717,1,154,0,1,0,0,0,0,0,0,0,0.0454,3,1.1989,105.31,0,0,0,1,1,1535628.47,0.8377,1,1,1,1,9.35,16,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.1573,0.0656,1,0,0,1,0,0,0,3,1,0,1
2,1,2,0,0,0,1,1,0,0,1,0,1,0.5549,1,144,0,0,0,0,0,0,0,0,0,0.0572,6,1.0368,99.01,0,0,0,0,0,38574.03,0.1131,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,3,1,0,0,1,1,0,0,0,0,2,0.0275,0.025,1,0,0,0,0,1,0,2,0,1,0
2,1,1,0,0,0,1,0,0,0,1,0,1,0.6051,1,85,1,1,0,0,0,0,0,0,0,0.0806,8,1.0293,168.75,0,0,0,0,0,6001.29,0.1081,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0.0885,0.1277,0,0,1,0,1,0,0,2,0,1,0
1,7,51,1,0,1,0,1,0,1,0,1,1,0.9456,1,137,1,1,1,0,0,1,1,0,1,0.587,85,3.6085,299.59,1,1,0,0,0,903998.72,0.0458,0,0,0,1,26.99,0,3,1,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,44,0.1857,0.0488,0,0,1,0,0,1,0,4,1,0,1
1,4,1,0,0,0,0,0,0,0,0,0,0,0.3549,0,40,1,0,0,0,0,0,0,0,0,0.0285,6,1.1049,163.07,0,0,0,0,0,0.0,0.1068,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0611,0.0882,1,0,0,0,1,0,0,0,0,1,0
15,19,70,1,0,1,0,1,0,0,0,1,1,0.5365,1,171,1,1,0,1,1,1,1,1,0,0.5024,274,12.0136,67.97,1,1,1,0,0,1428173.84,0.0547,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.6178,0.4457,1,0,0,0,0,1,0,1,1,1,0
1,3,50,1,0,1,0,1,1,0,0,1,1,0.4558,1,266,1,1,0,1,1,1,1,1,0,0.8788,255,8.2492,71.21,1,1,1,0,0,1024965.45,0.1936,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6124,0.8835,0,1,0,0,1,0,0,1,1,1,0
1,6,26,1,0,1,0,1,1,1,0,1,1,0.7026,1,85,0,0,1,0,0,1,1,0,1,0.7173,56,3.8781,233.04,1,1,0,0,0,3077175.61,0.0048,1,0,0,1,15.82,0,5,3,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.0704,0.0293,0,0,1,0,1,0,0,3,1,1,0
2,17,51,1,0,1,0,1,1,0,0,1,1,0.9373,1,121,1,1,0,1,1,1,1,1,0,0.6885,163,7.8191,66.56,1,1,1,0,0,1405712.7,0.1399,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0.1373,0.066,1,0,0,1,0,0,0,3,1,0,1
1,5,2,1,0,0,1,0,1,0,1,0,0,0.6534,0,41,1,0,0,0,0,0,0,0,0,0.0875,6,1.1506,160.88,0,0,0,0,0,6207.34,0.0837,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,1,1,1,0,0,0,2,0.0134,0.0122,1,0,0,1,0,0,0,2,0,1,0
